Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
13,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,13,13.0,0.0,13,13,0,0,0,0,0.0,153846.1538,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
13977,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,214.6383344,6988.5,9480.180615000001,13692,285,13692,13692.0,0.0,13692,13692,0,0.0,0.0,0,0,0,0,40,20,143.0922229,71.54611147,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
26186,1,3,30,454,30,30,30.0,0.0,280,30,151.33333330000002,125.1612294,18483.15894,152.75337969999998,8728.666667,14454.54463,25415,56,0,0.0,0.0,0,0,26186,13093.0,17505.13548,25471,715,0,0,8,24,38.18834492,114.5650348,30,280,102.8,110.67610400000001,12249.2,0,0,0,0,0,0,0,0,3,128.5,30.0,151.33333330000002,2,0,2,31,1,0,0.0,0.0,0,0,0.0,0.0,0,0
121,1,1,178,95,178,178,178.0,0.0,95,95,95.0,0.0,2256198.347,16528.925619999998,121.0,0.0,121,121,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8,8,8264.462809999999,8264.462809999999,95,178,122.66666670000001,47.92007234,2296.333333,0,0,0,0,0,0,0,0,1,184.0,178.0,95.0,1,34,3,647,1,0,0.0,0.0,0,0,0.0,0.0,0,0
7052,4,4,3900,0,1300,0,975.0,650.0,0,0,0.0,0.0,553034.6001,1134.429949,1007.428571,2252.4212789999997,6097,12,6912,2304.0,3289.626575,6097,230,7052,2350.666667,3375.711678,6244,240,0,0,80,80,567.2149745,567.2149745,0,1300,433.33333330000005,650.0,422500.0,0,0,0,0,1,0,0,0,1,487.5,975.0,0.0,21,8117,23,27789,3,0,0.0,0.0,0,0,0.0,0.0,0,0
61,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,61,61.0,0.0,61,61,0,0,0,0,0.0,32786.88525,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
3869,1,3,34,647,34,34,34.0,0.0,438,34,215.66666669999998,205.047149,176014.474,1033.858878,1289.666667,2113.5567969999997,3730,43,0,0.0,0.0,0,0,3869,1934.5,2600.031634,3773,96,0,0,8,24,258.4647196,775.3941587,34,438,143.0,175.8493674,30923.0,0,0,0,0,0,0,0,0,3,178.75,34.0,215.66666669999998,1,36,3,610,1,0,0.0,0.0,0,0,0.0,0.0,0,0
151306,11,11,1067,18337,517,0,97.0,196.5644932,9100,0,1667.0,2724.536474,128243.4272,145.4007111,7205.047619,17143.789569999997,77948,-15,137171,13717.1,24830.297880000002,79060,17,139461,13946.1,24040.23404,79949,2,0,0,220,244,72.70035557,72.70035557,0,9100,843.6521739,2010.4094699999998,4041746.2369999997,0,1,0,0,0,0,0,0,1,882.0,97.0,1667.0,6,599,5,137,4,0,0.0,0.0,0,0,0.0,0.0,0,0
118545628,33,41,1418,73740,339,0,42.96969697,82.97645933,8387,0,1798.536585,2087.198638,634.0006061,0.624232215,1623912.7119999998,9612224.768,58600000,-10,119000000,3703486.438,14400000.0,58600000,32,119000000,2963640.275,12900000.0,58600000,2,0,0,660,844,0.278373826,0.34585839,0,8387,1002.106667,1770.039453,3133039.664,0,1,0,0,0,0,0,0,1,1015.648649,42.96969697,1798.536585,33,1418,41,73740,11,0,752953.0,953977.5575,1427517,78389,58500000.0,170275.5556,58600000,58400000
6861,3,3,10400,0,6500,0,3466.666667,3271.5949219999998,0,0,0.0,0.0,1515814.021,874.5080892000001,1372.2,2495.016172,5809,17,6504,3252.0,3616.1440789999997,5809,695,6861,3430.5,3874.238054,6170,691,0,0,60,60,437.25404460000004,437.25404460000004,0,6500,1485.714286,2646.021272,7001428.571,0,0,0,0,1,0,0,0,1,1733.3333329999998,3466.666667,0.0,71,28992,73,15516,2,0,0.0,0.0,0,0,0.0,0.0,0,0
15,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,15,15.0,0.0,15,15,0,0,0,0,0.0,133333.3333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
3354,1,3,32,559,32,32,32.0,0.0,438,32,186.33333330000002,219.8052168,176207.5134,1192.605844,1118.0,1312.241975,2585,56,0,0.0,0.0,0,0,3354,1677.0,1363.301874,2641,713,0,0,8,24,298.15146089999996,894.4543828,32,438,124.6,176.9259732,31302.8,0,0,0,0,0,0,0,0,3,155.75,32.0,186.33333330000002,20,3121,21,5556,1,0,0.0,0.0,0,0,0.0,0.0,0,0
22,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,22,22.0,0.0,22,22,0,0,0,0,0.0,90909.09091,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
254,1,1,95,178,95,95,95.0,0.0,178,178,178.0,0.0,1074803.15,7874.015748000001,254.0,0.0,254,254,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,8,8,3937.0078740000004,3937.0078740000004,95,178,150.33333330000002,47.92007234,2296.333333,0,0,0,0,0,0,0,0,1,225.5,95.0,178.0,1,30,3,435,1,0,0.0,0.0,0,0,0.0,0.0,0,0
88291,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33.97854821,44145.5,60775.12074,87120,1171,87120,87120.0,0.0,87120,87120,0,0.0,0.0,0,0,0,0,40,20,22.65236547,11.32618274,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
249952,12,11,1067,33937,517,0,88.91666667,189.4971616,18200,0,3085.181818,5454.6948,140042.8882,92.01766739,11361.45455,35263.61286,166278,10,236070,21460.90909,49256.37746,167711,99,239864,23986.4,51229.6321,167825,325,0,0,240,244,48.00921777,44.00844962,0,18200,1458.5,3910.2724799999996,15300000.0,0,1,0,0,0,0,0,0,0,1521.913043,88.91666667,3085.181818,2,31,2,46,4,0,0.0,0.0,0,0,0.0,0.0,0,0
165542,3,2,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,187.2636551,30.20381535,41385.5,82659.03762999999,165374,-15,165376,82688.0,116935.6626,165374,2,165557,165557.0,0.0,165557,165557,0,0,60,40,18.12228921,12.08152614,0,31,5.166666667,12.655697,160.16666669999998,0,0,0,0,1,0,0,0,0,6.2,10.33333333,0.0,3,31,2,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0
10746,1,3,43,683,43,43,43.0,0.0,326,43,227.66666669999998,160.03853700000002,67560.02232999999,372.23152799999997,3582.0,3137.6837,6079,60,0,0.0,0.0,0,0,10746,5373.0,998.434775,6079,4667,0,0,8,24,93.05788199999999,279.173646,43,326,153.8,151.778457,23036.7,0,0,0,0,0,0,0,0,3,192.25,43.0,227.66666669999998,1,40,3,472,1,0,0.0,0.0,0,0,0.0,0.0,0,0
3194689,14,14,1067,26137,517,0,76.21428571,177.27734840000002,5200,0,1866.9285710000001,1946.255911,8515.382875,8.764546408,118321.8148,601137.4071,3126144,12,3180283,244637.1538,866158.6905,3127326,278,3184588,244968.3077,866140.5531,3127597,58,0,0,280,304,4.382273204,4.382273204,0,5200,938.0689654999999,1614.769066,2607479.1380000003,0,1,0,0,0,0,0,0,1,971.5714286,76.21428571,1866.9285710000001,2,0,1,0,4,0,0.0,0.0,0,0,0.0,0.0,0,0
102167688,38,41,10409,57373,2494,0,273.9210526,516.3767942,21166,0,1399.341463,3703.7521079999997,663.4387184999999,0.7732386,1309842.154,7127801.246,58300000,-48,102000000,2761275.622,10200000.0,58300000,2,102000000,2554191.55,9854196.413999999,58300000,1,0,0,760,820,0.371937554,0.401301045,0,21166,848.7,2719.136066,7393700.947000001,0,0,0,1,1,0,0,0,1,859.4430380000001,273.9210526,1399.341463,17,2841,17,6669,15,0,788836.0,1424609.593,2924784,16298,24700000.0,23000000.0,58300000,6962193
2907,5,5,11700,0,3900,0,2340.0,1694.992625,0,0,0.0,0.0,4024767.8019999997,3439.97248,323.0,619.7979508999999,1864,-13,2704,676.0,849.4625752000001,1864,2,2907,726.75,951.0122239,2074,3,0,0,100,100,1719.98624,1719.98624,0,3900,1063.636364,1625.590802,2642545.455,0,0,0,0,1,0,0,0,1,1170.0,2340.0,0.0,2,0,1,0,4,0,0.0,0.0,0,0,0.0,0.0,0,0
4117,1,3,33,787,33,33,33.0,0.0,411,33,262.3333333,201.4977254,199174.1559,971.5812484999999,1372.333333,2196.9716280000002,3909,78,0,0.0,0.0,0,0,4117,2058.5,2727.310855,3987,130,0,0,8,24,242.89531209999998,728.6859364000001,33,411,170.6,189.9442023,36078.8,0,0,0,0,0,0,0,0,3,213.25,33.0,262.3333333,1,32,3,502,1,0,0.0,0.0,0,0,0.0,0.0,0,0
3284,1,3,47,681,47,47,47.0,0.0,323,47,227.0,156.0,221680.87699999998,1218.026797,1094.666667,1769.583096,3138,69,0,0.0,0.0,0,0,3284,1642.0,2213.244225,3207,77,0,0,8,24,304.50669910000005,913.5200973999999,47,323,155.0,147.9459361,21888.0,0,0,0,0,0,0,0,0,3,193.75,47.0,227.0,17,2518,16,5314,1,0,0.0,0.0,0,0,0.0,0.0,0,0
3726,1,3,34,647,34,34,34.0,0.0,438,34,215.66666669999998,205.047149,182769.7262,1073.537305,1242.0,2108.8620149999997,3677,5,0,0.0,0.0,0,0,3726,1863.0,2627.6087989999996,3721,5,0,0,8,24,268.3843264,805.1529791,34,438,143.0,175.8493674,30923.0,0,0,0,0,0,0,0,0,3,178.75,34.0,215.66666669999998,2,2600,2,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0
2426,3,3,5200,0,3900,0,1733.3333329999998,1985.782801,0,0,0.0,0.0,2143446.002,2473.206925,485.2,631.5577567,1373,16,2328,1164.0,295.57063450000004,1373,955,2426,1213.0,343.6538957,1456,970,0,0,60,60,1236.6034619999998,1236.6034619999998,0,3900,742.8571429,1474.0614449999998,2172857.143,0,0,0,0,1,0,0,0,1,866.6666667000002,1733.3333329999998,0.0,20,1067,27,52137,2,0,0.0,0.0,0,0,0.0,0.0,0,0
3517,1,3,32,502,32,32,32.0,0.0,345,32,167.33333330000002,160.736845,151833.9494,1137.332954,1172.333333,1355.062483,2683,64,0,0.0,0.0,0,0,3517,1758.5,1397.950106,2747,770,0,0,8,24,284.3332386,852.9997156999999,32,345,113.2,135.6934044,18412.7,0,0,0,0,0,0,0,0,3,141.5,32.0,167.33333330000002,2,0,1,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0
18,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,18,18.0,0.0,18,18,0,0,0,0,0.0,111111.1111,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
17318,7,7,793,225,517,0,113.2857143,190.897629,156,0,32.14285714,60.36673635,58782.76937,808.4074373,1332.1538460000002,1308.258757,4715,16,12556,2092.666667,1698.652368,4268,354,14843,2473.833333,1350.835803,4715,1211,0,0,140,164,404.20371869999997,404.20371869999997,0,517,67.86666667,138.48561899999999,19178.266669999997,0,1,0,0,0,0,0,0,1,72.71428571,113.2857143,32.14285714,7,793,7,225,4,0,0.0,0.0,0,0,0.0,0.0,0,0
2586,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,773.3952049,2586.0,0.0,2586,2586,0,0.0,0.0,0,0,2586,2586.0,0.0,2586,2586,0,0,0,40,0.0,773.3952049,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,33,3,755,0,0,0.0,0.0,0,0,0.0,0.0,0,0
2313,1,3,34,647,34,34,34.0,0.0,438,34,215.66666669999998,205.047149,294422.8275,1729.355815,771.0,1157.964162,2107,56,0,0.0,0.0,0,0,2313,1156.5,1423.405951,2163,150,0,0,8,24,432.33895369999993,1297.0168609999998,34,438,143.0,175.8493674,30923.0,0,0,0,0,0,0,0,0,3,178.75,34.0,215.66666669999998,14,1067,14,26137,1,0,0.0,0.0,0,0,0.0,0.0,0,0
119,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16806.722690000002,119.0,0.0,119,119,0,0.0,0.0,0,0,119,119.0,0.0,119,119,0,0,0,0,0.0,16806.722690000002,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
14,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,14,14.0,0.0,14,14,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
2787,0,2,0,413,0,0,0.0,0.0,376,37,206.5,239.7091988,148188.0158,717.6175099,2787.0,0.0,2787,2787,0,0.0,0.0,0,0,2787,2787.0,0.0,2787,2787,0,0,0,16,0.0,717.6175099,37,376,150.0,195.72174130000002,38307.0,0,0,0,0,0,0,0,0,0,225.0,0.0,206.5,23,1067,29,65137,0,0,0.0,0.0,0,0,0.0,0.0,0,0
9908,3,3,7800,0,3900,0,2600.0,2251.66605,0,0,0.0,0.0,787242.6322,605.5712556,1981.6,3892.151051,8933,17,9412,4706.0,5977.880728,8933,479,9908,4954.0,6349.818895,9444,464,0,0,60,60,302.7856278,302.7856278,0,3900,1114.285714,1903.0051420000002,3621428.5710000005,0,0,0,0,1,0,0,0,1,1300.0,2600.0,0.0,0,0,2,0,2,0,0.0,0.0,0,0,0.0,0.0,0,0
10,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,200000.0,10.0,0.0,10,10,0,0.0,0.0,0,0,10,10.0,0.0,10,10,0,0,0,0,0.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
20,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,20,20.0,0.0,20,20,0,0,0,0,0.0,100000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
148518,15,15,1067,39137,517,0,71.13333333,171.95841140000002,6500,0,2609.1333329999998,2446.646652,270701.1945,201.9957177,5121.310345,12348.8797,63515,12,134299,9592.785714,17201.70076,64832,104,142282,10163.0,17033.272530000002,65205,533,0,0,300,324,100.9978588,100.9978588,0,6500,1296.903226,2115.560971,4475598.223999999,0,1,0,0,0,0,0,0,1,1340.133333,71.13333333,2609.1333329999998,8,3054,10,2768,4,0,0.0,0.0,0,0,0.0,0.0,0,0
14,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,14,14.0,0.0,14,14,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
160,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12500.0,160.0,0.0,160,160,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,6250.0,6250.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,17,2048,22,8216,0,0,0.0,0.0,0,0,0.0,0.0,0,0
14,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,14,14.0,0.0,14,14,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
12,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,12,12.0,0.0,12,12,0,0,0,0,0.0,166666.6667,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
5398,1,3,33,653,33,33,33.0,0.0,316,33,217.66666669999998,160.03853700000002,127084.1052,741.0151908,1799.3333329999998,2928.729133,5181,82,0,0.0,0.0,0,0,5398,2699.0,3626.0435740000003,5263,135,0,0,8,24,185.2537977,555.7613931,33,316,143.8,151.778457,23036.7,0,0,0,0,0,0,0,0,3,179.75,33.0,217.66666669999998,2,31,3,46,1,0,0.0,0.0,0,0,0.0,0.0,0,0
225552,13,13,1067,26137,517,0,82.07692308,183.0980892,6500,0,2010.5384620000002,2280.155792,120610.7682,115.2727531,9022.08,30678.00013,154309,-16,211923,17660.25,43972.235239999995,155933,18,214603,17883.58333,43740.10314,155497,2,0,0,260,284,57.63637653,57.63637653,0,6500,1007.555556,1839.9320920000002,3385350.103,0,1,0,0,0,0,0,0,1,1046.307692,82.07692308,2010.5384620000002,3,31,1,0,4,0,0.0,0.0,0,0,0.0,0.0,0,0
6235,5,5,13000,0,5200,0,2600.0,2055.480479,0,0,0.0,0.0,2085004.01,1603.849238,692.7777778,1384.057873,4131,-34,5687,1421.75,1948.1005059999998,4131,1,6235,1558.75,2201.697432,4674,2,0,0,100,100,801.9246191000001,801.9246191000001,0,5200,1181.818182,1879.796894,3533636.3639999996,0,0,0,0,1,0,0,0,1,1300.0,2600.0,0.0,1,30,3,422,4,0,0.0,0.0,0,0,0.0,0.0,0,0
4499,3,3,5200,0,2600,0,1733.3333329999998,1501.1107,0,0,0.0,0.0,1155812.403,1333.6296949999999,899.8,1476.959952,3513,27,4018,2009.0,2126.977198,3513,505,4499,2249.5,2461.438705,3990,509,0,0,60,60,666.8148477000001,666.8148477000001,0,2600,742.8571429,1268.670095,1609523.81,0,0,0,0,1,0,0,0,1,866.6666667000002,1733.3333329999998,0.0,1,32,3,502,2,0,0.0,0.0,0,0,0.0,0.0,0,0
20,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,20,20.0,0.0,20,20,0,0,0,0,0.0,100000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
4387,6,6,11700,0,3900,0,1950.0,1363.451503,0,0,0.0,0.0,2666970.595,2735.354456,398.8181818,956.8341359,3230,-33,3886,777.2,1393.724758,3230,2,4387,877.4,1444.381979,3421,2,0,0,120,120,1367.677228,1367.677228,0,3900,900.0,1341.0195130000002,1798333.333,0,0,0,0,1,0,0,0,1,975.0,1950.0,0.0,1,30,3,422,5,0,0.0,0.0,0,0,0.0,0.0,0,0
51,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,51,51.0,0.0,51,51,0,0,0,0,0.0,39215.68627,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
14,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,14,14.0,0.0,14,14,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
3262,1,3,33,653,33,33,33.0,0.0,316,33,217.66666669999998,160.03853700000002,210300.4292,1226.24157,1087.333333,1215.120296,2426,54,0,0.0,0.0,0,0,3262,1631.0,1200.667314,2480,782,0,0,8,24,306.56039239999996,919.6811772,33,316,143.8,151.778457,23036.7,0,0,0,0,0,0,0,0,3,179.75,33.0,217.66666669999998,8,2281,10,928,1,0,0.0,0.0,0,0,0.0,0.0,0,0
